get  key  time: 0.00184845 s, token_id len: 50, device: cpu
get  key  time: 0.00017482 s, token_id len: 20, device: cpu
get value time: 0.00016553 s, token_id len: 20, device: cpu
get  key  time: 0.00377154 s, token_id len: 50, device: cpu
get value time: 0.00193670 s, token_id len: 50, device: cpu
get  key  time: 0.00016976 s, token_id len: 20, device: cpu
get value time: 0.00016382 s, token_id len: 20, device: cpu
get  key  time: 0.00094058 s, token_id len: 50, device: cpu
get value time: 0.00218309 s, token_id len: 50, device: cpu
get  key  time: 0.00017228 s, token_id len: 20, device: cpu
get value time: 0.00016918 s, token_id len: 20, device: cpu
get  key  time: 0.00216636 s, token_id len: 50, device: cpu
get value time: 0.00213286 s, token_id len: 50, device: cpu
get  key  time: 0.00017467 s, token_id len: 20, device: cpu
get value time: 0.00016375 s, token_id len: 20, device: cpu
get  key  time: 0.00243127 s, token_id len: 50, device: cpu
get value time: 0.00373325 s, token_id len: 50, device: cpu
get  key  time: 0.00018150 s, token_id len: 20, device: cpu
get value time: 0.00015144 s, token_id len: 20, device: cpu
get  key  time: 0.00222844 s, token_id len: 50, device: cpu
get value time: 0.00367319 s, token_id len: 50, device: cpu
get  key  time: 0.00017488 s, token_id len: 20, device: cpu
get value time: 0.00015862 s, token_id len: 20, device: cpu
get  key  time: 0.00213959 s, token_id len: 50, device: cpu
get value time: 0.00086295 s, token_id len: 50, device: cpu
get  key  time: 0.00017416 s, token_id len: 20, device: cpu
get value time: 0.00016433 s, token_id len: 20, device: cpu
get  key  time: 0.00394114 s, token_id len: 50, device: cpu
get value time: 0.00087387 s, token_id len: 50, device: cpu
get  key  time: 0.00017957 s, token_id len: 20, device: cpu
get value time: 0.00016623 s, token_id len: 20, device: cpu
get  key  time: 0.00195879 s, token_id len: 50, device: cpu
get value time: 0.00371045 s, token_id len: 50, device: cpu
get  key  time: 0.00017295 s, token_id len: 20, device: cpu
get value time: 0.00016208 s, token_id len: 20, device: cpu
get  key  time: 0.00215116 s, token_id len: 50, device: cpu
get value time: 0.00214795 s, token_id len: 50, device: cpu
get  key  time: 0.00017309 s, token_id len: 20, device: cpu
get value time: 0.00015332 s, token_id len: 20, device: cpu
get  key  time: 0.00247637 s, token_id len: 38, device: cpu
get value time: 0.00220183 s, token_id len: 38, device: cpu
get  key  time: 0.00451736 s, token_id len: 53, device: disk
get value time: 0.00337335 s, token_id len: 53, device: disk
get  key  time: 0.00295491 s, token_id len: 21, device: disk
get value time: 0.00164261 s, token_id len: 21, device: disk
get  key  time: 0.00357790 s, token_id len: 32, device: disk
get value time: 0.00308295 s, token_id len: 32, device: disk
get  key  time: 0.00167107 s, token_id len: 20, device: disk
get value time: 0.00177017 s, token_id len: 20, device: disk
get  key  time: 0.00339029 s, token_id len: 33, device: disk
get value time: 0.00461685 s, token_id len: 33, device: disk
get  key  time: 0.00175085 s, token_id len: 20, device: disk
get value time: 0.00165327 s, token_id len: 20, device: disk
get  key  time: 0.00557916 s, token_id len: 33, device: disk
get value time: 0.00287632 s, token_id len: 33, device: disk
get  key  time: 0.00177953 s, token_id len: 20, device: disk
get value time: 0.00167234 s, token_id len: 20, device: disk
get  key  time: 0.00245747 s, token_id len: 33, device: disk
get value time: 0.00315981 s, token_id len: 33, device: disk
get  key  time: 0.00180278 s, token_id len: 20, device: disk
get value time: 0.00174300 s, token_id len: 20, device: disk
get  key  time: 0.00551085 s, token_id len: 33, device: disk
get value time: 0.00226471 s, token_id len: 33, device: disk
get  key  time: 0.00175372 s, token_id len: 20, device: disk
get value time: 0.00168613 s, token_id len: 20, device: disk
get  key  time: 0.00299614 s, token_id len: 33, device: disk
get value time: 0.00424895 s, token_id len: 33, device: disk
get  key  time: 0.00171984 s, token_id len: 20, device: disk
get value time: 0.00164166 s, token_id len: 20, device: disk
get  key  time: 0.00342033 s, token_id len: 33, device: disk
get value time: 0.00262268 s, token_id len: 33, device: disk
get  key  time: 0.00164910 s, token_id len: 20, device: disk
get value time: 0.00167810 s, token_id len: 20, device: disk
get  key  time: 0.00538105 s, token_id len: 33, device: disk
get value time: 0.00381438 s, token_id len: 33, device: disk
get  key  time: 0.00180034 s, token_id len: 20, device: disk
get value time: 0.00164876 s, token_id len: 20, device: disk
get  key  time: 0.00306586 s, token_id len: 33, device: disk
get value time: 0.00208156 s, token_id len: 33, device: disk
get  key  time: 0.00188255 s, token_id len: 20, device: disk
get value time: 0.00179915 s, token_id len: 20, device: disk
get  key  time: 0.00349830 s, token_id len: 33, device: disk
get value time: 0.00613899 s, token_id len: 33, device: disk
get  key  time: 0.00167942 s, token_id len: 20, device: disk
get value time: 0.00168920 s, token_id len: 20, device: disk
get  key  time: 0.00389733 s, token_id len: 33, device: disk
get value time: 0.00280416 s, token_id len: 33, device: disk
get  key  time: 0.00175492 s, token_id len: 20, device: disk
get value time: 0.00180687 s, token_id len: 20, device: disk
get  key  time: 0.00351381 s, token_id len: 33, device: disk
get value time: 0.00345212 s, token_id len: 33, device: disk
get  key  time: 0.00166267 s, token_id len: 20, device: disk
get value time: 0.00180826 s, token_id len: 20, device: disk
get  key  time: 0.00470683 s, token_id len: 33, device: disk
get value time: 0.00335291 s, token_id len: 33, device: disk
get  key  time: 0.00182116 s, token_id len: 20, device: disk
get value time: 0.00173770 s, token_id len: 20, device: disk
get  key  time: 0.00351819 s, token_id len: 33, device: disk
get value time: 0.00612944 s, token_id len: 33, device: disk
get  key  time: 0.00176167 s, token_id len: 20, device: disk
get value time: 0.00180255 s, token_id len: 20, device: disk
get  key  time: 0.00314868 s, token_id len: 33, device: disk
get value time: 0.00412566 s, token_id len: 33, device: disk
get  key  time: 0.00191164 s, token_id len: 20, device: disk
get value time: 0.00193183 s, token_id len: 20, device: disk
get  key  time: 0.00550270 s, token_id len: 33, device: disk
get value time: 0.00342632 s, token_id len: 33, device: disk
get  key  time: 0.00187402 s, token_id len: 20, device: disk
get value time: 0.00184073 s, token_id len: 20, device: disk
get  key  time: 0.00422410 s, token_id len: 33, device: disk
get value time: 0.00400598 s, token_id len: 33, device: disk
get  key  time: 0.00209706 s, token_id len: 20, device: disk
get value time: 0.00181620 s, token_id len: 20, device: disk
get  key  time: 0.00363809 s, token_id len: 33, device: disk
get value time: 0.00341757 s, token_id len: 33, device: disk
get  key  time: 0.00180119 s, token_id len: 20, device: disk
get value time: 0.00181861 s, token_id len: 20, device: disk
get  key  time: 0.00323862 s, token_id len: 33, device: disk
get value time: 0.00557363 s, token_id len: 33, device: disk
get  key  time: 0.00184694 s, token_id len: 20, device: disk
get value time: 0.00178880 s, token_id len: 20, device: disk
get  key  time: 0.00375293 s, token_id len: 33, device: disk
get value time: 0.00311008 s, token_id len: 33, device: disk
get  key  time: 0.00177839 s, token_id len: 20, device: disk
get value time: 0.00185039 s, token_id len: 20, device: disk
get  key  time: 0.00459438 s, token_id len: 33, device: disk
get value time: 0.00380058 s, token_id len: 33, device: disk
get  key  time: 0.00181588 s, token_id len: 20, device: disk
get value time: 0.00177637 s, token_id len: 20, device: disk
get  key  time: 0.00371844 s, token_id len: 33, device: disk
get value time: 0.00475392 s, token_id len: 33, device: disk
get  key  time: 0.00192809 s, token_id len: 20, device: disk
get value time: 0.00183488 s, token_id len: 20, device: disk
get  key  time: 0.00361527 s, token_id len: 33, device: disk
get value time: 0.00402893 s, token_id len: 33, device: disk
get  key  time: 0.00175986 s, token_id len: 20, device: disk
get value time: 0.00185976 s, token_id len: 20, device: disk
get  key  time: 0.00364111 s, token_id len: 33, device: disk
get value time: 0.00261990 s, token_id len: 33, device: disk
get  key  time: 0.00180215 s, token_id len: 20, device: disk
get value time: 0.00178157 s, token_id len: 20, device: disk
get  key  time: 0.00477459 s, token_id len: 33, device: disk
get value time: 0.00587122 s, token_id len: 33, device: disk
get  key  time: 0.00171298 s, token_id len: 20, device: disk
get value time: 0.00171935 s, token_id len: 20, device: disk
get  key  time: 0.00283685 s, token_id len: 33, device: disk
get value time: 0.00250483 s, token_id len: 33, device: disk
get  key  time: 0.00166550 s, token_id len: 20, device: disk
get value time: 0.00181552 s, token_id len: 20, device: disk
get  key  time: 0.00373275 s, token_id len: 33, device: disk
get value time: 0.00434816 s, token_id len: 33, device: disk
get  key  time: 0.00168501 s, token_id len: 20, device: disk
get value time: 0.00177469 s, token_id len: 20, device: disk
get  key  time: 0.00259283 s, token_id len: 33, device: disk
get value time: 0.00391220 s, token_id len: 33, device: disk
get  key  time: 0.00176873 s, token_id len: 20, device: disk
get value time: 0.00176278 s, token_id len: 20, device: disk
get  key  time: 0.00352376 s, token_id len: 33, device: disk
get value time: 0.00434165 s, token_id len: 33, device: disk
get  key  time: 0.00170231 s, token_id len: 20, device: disk
get value time: 0.00175742 s, token_id len: 20, device: disk
get  key  time: 0.00347407 s, token_id len: 33, device: disk
get value time: 0.00446156 s, token_id len: 33, device: disk
get  key  time: 0.00176615 s, token_id len: 20, device: disk
get value time: 0.00173390 s, token_id len: 20, device: disk
get  key  time: 0.00349109 s, token_id len: 33, device: disk
get value time: 0.00297009 s, token_id len: 33, device: disk
get  key  time: 0.00457442 s, token_id len: 50, device: disk
get value time: 0.00360306 s, token_id len: 50, device: disk
get  key  time: 0.00152220 s, token_id len: 20, device: disk
get value time: 0.00150677 s, token_id len: 20, device: disk
get  key  time: 0.00617300 s, token_id len: 30, device: disk
get value time: 0.00334645 s, token_id len: 30, device: disk
get  key  time: 0.00147911 s, token_id len: 20, device: disk
get value time: 0.00148998 s, token_id len: 20, device: disk
get  key  time: 0.00303719 s, token_id len: 30, device: disk
get value time: 0.00274453 s, token_id len: 30, device: disk
get  key  time: 0.00153398 s, token_id len: 20, device: disk
get value time: 0.00150873 s, token_id len: 20, device: disk
get  key  time: 0.00372529 s, token_id len: 36, device: disk
get value time: 0.00330200 s, token_id len: 36, device: disk
get  key  time: 0.00163930 s, token_id len: 20, device: disk
get value time: 0.00151267 s, token_id len: 20, device: disk
get  key  time: 0.00364425 s, token_id len: 30, device: disk
get value time: 0.00497189 s, token_id len: 30, device: disk
get  key  time: 0.00146794 s, token_id len: 20, device: disk
get value time: 0.00139187 s, token_id len: 20, device: disk
get  key  time: 0.00376654 s, token_id len: 33, device: disk
get value time: 0.00253964 s, token_id len: 33, device: disk
get  key  time: 0.00155661 s, token_id len: 20, device: disk
get value time: 0.00145053 s, token_id len: 20, device: disk
get  key  time: 0.00329191 s, token_id len: 37, device: disk
get value time: 0.00755496 s, token_id len: 37, device: disk
get  key  time: 0.00147840 s, token_id len: 20, device: disk
get value time: 0.00145274 s, token_id len: 20, device: disk
get  key  time: 0.00349397 s, token_id len: 30, device: disk
get value time: 0.00219267 s, token_id len: 30, device: disk
get  key  time: 0.00147403 s, token_id len: 20, device: disk
get value time: 0.00141835 s, token_id len: 20, device: disk
get  key  time: 0.00358857 s, token_id len: 37, device: disk
get value time: 0.00279778 s, token_id len: 37, device: disk
get  key  time: 0.00142077 s, token_id len: 20, device: disk
get value time: 0.00150941 s, token_id len: 20, device: disk
get  key  time: 0.00292841 s, token_id len: 37, device: disk
get value time: 0.00277958 s, token_id len: 37, device: disk
get  key  time: 0.00147135 s, token_id len: 20, device: disk
get value time: 0.00141992 s, token_id len: 20, device: disk
get  key  time: 0.00581034 s, token_id len: 30, device: disk
get value time: 0.00435676 s, token_id len: 30, device: disk
get  key  time: 0.00145324 s, token_id len: 20, device: disk
get value time: 0.00145442 s, token_id len: 20, device: disk
get  key  time: 0.00315315 s, token_id len: 30, device: disk
get value time: 0.00381749 s, token_id len: 30, device: disk
get  key  time: 0.00140150 s, token_id len: 20, device: disk
get value time: 0.00145279 s, token_id len: 20, device: disk
get  key  time: 0.00331466 s, token_id len: 31, device: disk
get value time: 0.00349176 s, token_id len: 31, device: disk
get  key  time: 0.00142223 s, token_id len: 20, device: disk
get value time: 0.00149676 s, token_id len: 20, device: disk
get  key  time: 0.00319733 s, token_id len: 34, device: disk
get value time: 0.00573613 s, token_id len: 34, device: disk
get  key  time: 0.00149387 s, token_id len: 20, device: disk
get value time: 0.00154434 s, token_id len: 20, device: disk
get  key  time: 0.00506801 s, token_id len: 35, device: disk
get value time: 0.00303132 s, token_id len: 35, device: disk
get  key  time: 0.00148911 s, token_id len: 20, device: disk
get value time: 0.00142304 s, token_id len: 20, device: disk
get  key  time: 0.00350539 s, token_id len: 37, device: disk
get value time: 0.00256141 s, token_id len: 37, device: disk
get  key  time: 0.00146974 s, token_id len: 20, device: disk
get value time: 0.00144971 s, token_id len: 20, device: disk
get  key  time: 0.00586462 s, token_id len: 37, device: disk
get value time: 0.00332636 s, token_id len: 37, device: disk
get  key  time: 0.00147191 s, token_id len: 20, device: disk
get value time: 0.00165606 s, token_id len: 20, device: disk
get  key  time: 0.00302154 s, token_id len: 37, device: disk
get value time: 0.00527797 s, token_id len: 37, device: disk
get  key  time: 0.00147951 s, token_id len: 20, device: disk
get value time: 0.00142595 s, token_id len: 20, device: disk
get  key  time: 0.00372778 s, token_id len: 37, device: disk
get value time: 0.00293179 s, token_id len: 37, device: disk
get  key  time: 0.00168102 s, token_id len: 20, device: disk
get value time: 0.00147629 s, token_id len: 20, device: disk
get  key  time: 0.00529925 s, token_id len: 35, device: disk
get value time: 0.00429914 s, token_id len: 35, device: disk
get  key  time: 0.00161494 s, token_id len: 20, device: disk
get value time: 0.00134210 s, token_id len: 20, device: disk
get  key  time: 0.00353470 s, token_id len: 37, device: disk
get value time: 0.00344438 s, token_id len: 37, device: disk
get  key  time: 0.00153152 s, token_id len: 20, device: disk
get value time: 0.00152860 s, token_id len: 20, device: disk
get  key  time: 0.00372936 s, token_id len: 37, device: disk
get value time: 0.00353637 s, token_id len: 37, device: disk
get  key  time: 0.00144967 s, token_id len: 20, device: disk
get value time: 0.00154933 s, token_id len: 20, device: disk
get  key  time: 0.00393514 s, token_id len: 37, device: disk
get value time: 0.00230820 s, token_id len: 37, device: disk
get  key  time: 0.00147082 s, token_id len: 20, device: disk
get value time: 0.00151686 s, token_id len: 20, device: disk
get  key  time: 0.00587746 s, token_id len: 37, device: disk
get value time: 0.00292082 s, token_id len: 37, device: disk
get  key  time: 0.00153249 s, token_id len: 20, device: disk
get value time: 0.00154643 s, token_id len: 20, device: disk
get  key  time: 0.00411483 s, token_id len: 37, device: disk
get value time: 0.00275577 s, token_id len: 37, device: disk
get  key  time: 0.00149695 s, token_id len: 20, device: disk
get value time: 0.00153063 s, token_id len: 20, device: disk
get  key  time: 0.00350040 s, token_id len: 37, device: disk
get value time: 0.00488661 s, token_id len: 37, device: disk
get  key  time: 0.00157521 s, token_id len: 20, device: disk
get value time: 0.00143159 s, token_id len: 20, device: disk
get  key  time: 0.00474064 s, token_id len: 37, device: disk
get value time: 0.00352125 s, token_id len: 37, device: disk
get  key  time: 0.00147349 s, token_id len: 20, device: disk
get value time: 0.00150318 s, token_id len: 20, device: disk
get  key  time: 0.00550786 s, token_id len: 37, device: disk
get value time: 0.00457314 s, token_id len: 37, device: disk
get  key  time: 0.00158634 s, token_id len: 20, device: disk
get value time: 0.00147713 s, token_id len: 20, device: disk
get  key  time: 0.00350121 s, token_id len: 37, device: disk
get value time: 0.00379850 s, token_id len: 37, device: disk
get  key  time: 0.00156202 s, token_id len: 20, device: disk
get value time: 0.00138524 s, token_id len: 20, device: disk
get  key  time: 0.00358834 s, token_id len: 34, device: disk
get value time: 0.00336182 s, token_id len: 34, device: disk
get  key  time: 0.00157678 s, token_id len: 20, device: disk
get value time: 0.00141559 s, token_id len: 20, device: disk
get  key  time: 0.00544951 s, token_id len: 31, device: disk
get value time: 0.00337355 s, token_id len: 31, device: disk
get  key  time: 0.00144125 s, token_id len: 20, device: disk
get value time: 0.00139160 s, token_id len: 20, device: disk
get  key  time: 0.00356812 s, token_id len: 30, device: disk
get value time: 0.00300703 s, token_id len: 30, device: disk
get  key  time: 0.00074421 s, token_id len: 37, device: cpu
get value time: 0.00117688 s, token_id len: 37, device: cpu
get  key  time: 0.00017020 s, token_id len: 14, device: cpu
get value time: 0.00015123 s, token_id len: 14, device: cpu
get  key  time: 0.00067443 s, token_id len: 23, device: cpu
get value time: 0.00106419 s, token_id len: 23, device: cpu
get  key  time: 0.00017355 s, token_id len: 20, device: cpu
get value time: 0.00016210 s, token_id len: 20, device: cpu
get  key  time: 0.00254064 s, token_id len: 29, device: cpu
get value time: 0.00064264 s, token_id len: 29, device: cpu
get  key  time: 0.00017321 s, token_id len: 20, device: cpu
get value time: 0.00016072 s, token_id len: 20, device: cpu
get  key  time: 0.00255777 s, token_id len: 29, device: cpu
get value time: 0.00075761 s, token_id len: 29, device: cpu
get  key  time: 0.00016930 s, token_id len: 20, device: cpu
get value time: 0.00015862 s, token_id len: 20, device: cpu
get  key  time: 0.00269601 s, token_id len: 24, device: cpu
get value time: 0.00064496 s, token_id len: 24, device: cpu
get  key  time: 0.00018037 s, token_id len: 20, device: cpu
get value time: 0.00016448 s, token_id len: 20, device: cpu
get  key  time: 0.00101856 s, token_id len: 29, device: cpu
get value time: 0.00251231 s, token_id len: 29, device: cpu
get  key  time: 0.00017539 s, token_id len: 20, device: cpu
get value time: 0.00016380 s, token_id len: 20, device: cpu
get  key  time: 0.00071339 s, token_id len: 29, device: cpu
get value time: 0.00259250 s, token_id len: 29, device: cpu
get  key  time: 0.00017373 s, token_id len: 20, device: cpu
get value time: 0.00016598 s, token_id len: 20, device: cpu
get  key  time: 0.00065284 s, token_id len: 29, device: cpu
get value time: 0.00252470 s, token_id len: 29, device: cpu
get  key  time: 0.00017574 s, token_id len: 20, device: cpu
get value time: 0.00015319 s, token_id len: 20, device: cpu
get  key  time: 0.00077049 s, token_id len: 29, device: cpu
get value time: 0.00104974 s, token_id len: 29, device: cpu
get  key  time: 0.00018193 s, token_id len: 20, device: cpu
get value time: 0.00016075 s, token_id len: 20, device: cpu
get  key  time: 0.00076507 s, token_id len: 29, device: cpu
get value time: 0.00063839 s, token_id len: 29, device: cpu
get  key  time: 0.00017191 s, token_id len: 20, device: cpu
get value time: 0.00015906 s, token_id len: 20, device: cpu
get  key  time: 0.00260511 s, token_id len: 29, device: cpu
get value time: 0.00070418 s, token_id len: 29, device: cpu
get  key  time: 0.00016082 s, token_id len: 20, device: cpu
get value time: 0.00015841 s, token_id len: 20, device: cpu
get  key  time: 0.00259045 s, token_id len: 29, device: cpu
get value time: 0.00063978 s, token_id len: 29, device: cpu
get  key  time: 0.00017826 s, token_id len: 20, device: cpu
get value time: 0.00016682 s, token_id len: 20, device: cpu
get  key  time: 0.00106553 s, token_id len: 29, device: cpu
get value time: 0.00234041 s, token_id len: 29, device: cpu
get  key  time: 0.00017289 s, token_id len: 20, device: cpu
get value time: 0.00015977 s, token_id len: 20, device: cpu
get  key  time: 0.00071572 s, token_id len: 29, device: cpu
get value time: 0.00216244 s, token_id len: 29, device: cpu
get  key  time: 0.00017663 s, token_id len: 20, device: cpu
get value time: 0.00016244 s, token_id len: 20, device: cpu
get  key  time: 0.00065352 s, token_id len: 29, device: cpu
get value time: 0.00223878 s, token_id len: 29, device: cpu
get  key  time: 0.00017886 s, token_id len: 20, device: cpu
get value time: 0.00016265 s, token_id len: 20, device: cpu
get  key  time: 0.00073248 s, token_id len: 29, device: cpu
get value time: 0.00085293 s, token_id len: 29, device: cpu
get  key  time: 0.00025382 s, token_id len: 20, device: cpu
get value time: 0.00021942 s, token_id len: 20, device: cpu
get  key  time: 0.00215504 s, token_id len: 29, device: cpu
get value time: 0.00066004 s, token_id len: 29, device: cpu
get  key  time: 0.00022955 s, token_id len: 20, device: cpu
get value time: 0.00021133 s, token_id len: 20, device: cpu
get  key  time: 0.00110574 s, token_id len: 28, device: cpu
get value time: 0.00065556 s, token_id len: 28, device: cpu
get  key  time: 0.00017293 s, token_id len: 20, device: cpu
get value time: 0.00021175 s, token_id len: 20, device: cpu
get  key  time: 0.00155307 s, token_id len: 29, device: cpu
get value time: 0.00203431 s, token_id len: 29, device: cpu
get  key  time: 0.00021221 s, token_id len: 20, device: cpu
get value time: 0.00020429 s, token_id len: 20, device: cpu
get  key  time: 0.00067045 s, token_id len: 29, device: cpu
get value time: 0.00219842 s, token_id len: 29, device: cpu
get  key  time: 0.00021619 s, token_id len: 20, device: cpu
get value time: 0.00020803 s, token_id len: 20, device: cpu
get  key  time: 0.00066426 s, token_id len: 29, device: cpu
get value time: 0.00101883 s, token_id len: 29, device: cpu
get  key  time: 0.00022912 s, token_id len: 20, device: cpu
get value time: 0.00021399 s, token_id len: 20, device: cpu
get  key  time: 0.00202004 s, token_id len: 29, device: cpu
get value time: 0.00099697 s, token_id len: 29, device: cpu
get  key  time: 0.00022473 s, token_id len: 20, device: cpu
get value time: 0.00021337 s, token_id len: 20, device: cpu
get  key  time: 0.00065753 s, token_id len: 29, device: cpu
get value time: 0.00099262 s, token_id len: 29, device: cpu
get  key  time: 0.00021793 s, token_id len: 20, device: cpu
get value time: 0.00020630 s, token_id len: 20, device: cpu
get  key  time: 0.00076154 s, token_id len: 29, device: cpu
get value time: 0.00203235 s, token_id len: 29, device: cpu
get  key  time: 0.00022656 s, token_id len: 20, device: cpu
get value time: 0.00021707 s, token_id len: 20, device: cpu
get  key  time: 0.00065862 s, token_id len: 29, device: cpu
get value time: 0.00115563 s, token_id len: 29, device: cpu
get  key  time: 0.00021936 s, token_id len: 20, device: cpu
get value time: 0.00019017 s, token_id len: 20, device: cpu
get  key  time: 0.00096137 s, token_id len: 29, device: cpu
get value time: 0.00195048 s, token_id len: 29, device: cpu
get  key  time: 0.00022276 s, token_id len: 20, device: cpu
get value time: 0.00020991 s, token_id len: 20, device: cpu
get  key  time: 0.00065599 s, token_id len: 29, device: cpu
get value time: 0.00213447 s, token_id len: 29, device: cpu
get  key  time: 0.00020652 s, token_id len: 20, device: cpu
get value time: 0.00019442 s, token_id len: 20, device: cpu
get  key  time: 0.00065845 s, token_id len: 29, device: cpu
get value time: 0.00110806 s, token_id len: 29, device: cpu
get  key  time: 0.00020394 s, token_id len: 20, device: cpu
get value time: 0.00019519 s, token_id len: 20, device: cpu
get  key  time: 0.00068657 s, token_id len: 29, device: cpu
get value time: 0.00210637 s, token_id len: 29, device: cpu
get  key  time: 0.00021299 s, token_id len: 20, device: cpu
get value time: 0.00020622 s, token_id len: 20, device: cpu
get  key  time: 0.00066546 s, token_id len: 29, device: cpu
get value time: 0.00213002 s, token_id len: 29, device: cpu
get  key  time: 0.00022763 s, token_id len: 20, device: cpu
get value time: 0.00021636 s, token_id len: 20, device: cpu
get  key  time: 0.00065607 s, token_id len: 29, device: cpu
get value time: 0.00102896 s, token_id len: 29, device: cpu
get  key  time: 0.00022470 s, token_id len: 20, device: cpu
get value time: 0.00021061 s, token_id len: 20, device: cpu
get  key  time: 0.00066810 s, token_id len: 29, device: cpu
get value time: 0.00139632 s, token_id len: 29, device: cpu
get  key  time: 0.00264450 s, token_id len: 37, device: disk
get value time: 0.00235403 s, token_id len: 37, device: disk
get  key  time: 0.00145510 s, token_id len: 14, device: disk
get value time: 0.00146769 s, token_id len: 14, device: disk
